NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltsnettoeinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Stadt;Urban (>100k Einw.);PLZ;Land;Platform;"1. <p>Was beschreibt deine aktuelle Wohnsituation am besten?&nbsp;</p>";"2. <p>Wie viele Kinder hast du?&nbsp;</p>";3. <p>Wie alt ist dein (ältestes) Kind?</p>;4. <p>Wie alt ist dein zweitältestes Kind?</p>;5. <p>Wie alt ist dein drittältestes Kind?</p>;6. <p>Wie alt ist dein viertältestes Kind?</p>;"7. <p>Wenn du spontan an eine Marke denkst, die für deine Familie/in deiner Familie gerade eine Rolle spielt. Welche ist es?&nbsp;</p><p><br></p>";8. <p>Auf welche Spielzeugmarke können deine Kinder gerade nicht verzichten? </p>;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Alles in allem bin ich zufrieden mit meinem Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Ich fühle mich (im Familienalltag) extrem belastet;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Die Klimakrise belastet mich und unser Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Die Inflation belastet mich und unser Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Ich fühle mich (im Familienalltag) häufig einsam;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Beruf;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Kind/er;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Geld/Finanzen;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:(Schwieger)Eltern;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Gesundheitliche Probleme;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Vorsorge bzw. Rente;11. <p>In welchem Bereich fühlst du dich mit deiner Familie am meisten unter Druck gesetzt?</p>;12. <p>Wie viel Zeit kannst du dir im Alltag pro Tag für dich selbst (Me-Time) nehmen?</p>;13. <p>Wie verbringst du diese Zeit (Me-Time) überwiegend? </p>;14. <p>Wie kommen du und deine Familie derzeit mit eurem Haushaltsnettoeinkommen zurecht? </p>;15. <p>Hattest du/hatte deine Familie in den letzten zwei Monaten externe Unterstützung im Familienalltag (nicht von den direkten Familienmitgliedern aber z.B. von einem Babysitter)?</p>;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Nachbarn;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Freunde;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Kolleg:innen;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Offizielle Einrichtungen;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Babysitter;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Au-pair/Nanny;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:freetext;17. <p>Wenn du für 2023 eine Familienurlaub/Reise planst, wohin soll es als nächstes gehen? </p>;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem Auto;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit einem Wohnmobil/wagen;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem Flugzeug;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit der Bahn;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem (Reise)Bus;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit einem Kreuzfahrtschiff;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit der Fähre;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:freetext;19. <p>Haben „Verschwörungstheorien“ (z.B. die Erde wäre flach, Impfungen würden einhergehen mit der Einpflanzung von Chips zur Gedankenkontrolle o.ä.) Einfluss auf deine Familie?</p>;20. <p>Gibt es jemanden in deiner Familie oder familiären Umgebung, der dir Unbehagen oder Angst bereitet?</p>;21. <p>Benötigst du Hilfe?</p>;22. Du siehst nun ein paar Begriffe. Bitte wähle die korrekte Antwort. Welcher der folgenden Begriffe passt nicht zu den anderen? Achtung: Kontrollfrage! 
159;m;53;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Kempten;0;87437;DEU;iOS;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;11 bis 18 Jahre;-;-;keine;Lego;5;3;3;5;2;5;6;5;2;2;5;Vereinbarkeit Familie & Beruf;1 bis 2 Stunden;Sport;Gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
160;m;19;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Arnsberg;0;59759;DEU;Android;Mit Kind(ern);1;11 bis 18 Jahre;-;-;-;Nike;playstation;4;4;1;6;4;4;5;5;4;3;4;Vereinbarkeit Familie & Beruf;1 bis 2 Stunden;Entspannung;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
161;f;38;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Stoessen;0;6667;DEU;Android;Mit Partner*in & Kind(ern);2;7 bis 10 Jahre;7 bis 10 Jahre;-;-;Apple;Schmidt Spiele;6;4;2;5;1;1;3;4;1;2;1;Vereinbarkeit Familie & Beruf;< 5 Minuten;Am Handy;Nicht gut;Nein;-;-;-;-;-;-;-;Westeuropa (Belgien, Frankreich, Österreich etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
162;m;32;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Pemfling;0;93482;DEU;Android;Mit Partner*in;1;7 bis 10 Jahre;-;-;-;addidas;lego;4;6;4;6;3;6;6;6;6;6;5;Erwartungen der eigenen Familie;30 bis 60 Minuten;Meditation;Nicht gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
163;m;40;6;Mecklenburg-Vorpommern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Altentreptow;0;17087;DEU;Android;Mit Partner*in & Kind(ern);2;4 bis 6 Jahre;4 bis 6 Jahre;-;-;Paw Patrol;Play Doh;5;5;2;5;2;2;5;3;1;2;5;Anforderungen von Schule / Kita;1 bis 2 Stunden;Lesen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
164;m;22;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Berlin;1;10115;DEU;Android;Mit Partner*in & Kind(ern);2;1 bis 3 Jahre;1 bis 3 Jahre;-;-;ToysRUs;lego;6;6;5;5;6;6;6;6;5;5;5;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Am Handy;Sehr gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;1;0;0;0;0;0;0;Haben eher einen Einfluss;Nein;-;Pudding
165;f;39;1;Niedersachsen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Wirdum;0;26529;DEU;Android;Mit Partner*in & Kind(ern);1;4 bis 6 Jahre;-;-;-;keine;spiderman;3;2;3;3;2;1;2;2;2;6;1;Ich weiß es nicht;30 bis 60 Minuten;Am Handy;Sehr gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
166;m;24;7;Sachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Hauptschulabschluss;Dresden;0;1109;DEU;Android;Mit Partner*in & Kind(ern);2;4 bis 6 Jahre;4 bis 6 Jahre;-;-;Nike;Lego;5;3;5;2;2;2;2;6;6;1;5;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Aufräumen;Sehr gut;Ja;1;0;0;0;0;0;0;Osteuropa (Russland, Bulgarien etc.);1;0;0;0;0;1;0;0;Haben eher einen Einfluss;Ja;-;Pudding
167;m;34;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Vordorf;0;38533;DEU;Android;Mit Partner*in & Kind(ern);2;1 bis 3 Jahre;1 bis 3 Jahre;-;-;hipp;playdooh;4;4;4;4;3;4;4;4;3;3;3;Vereinbarkeit Familie & Beruf;5 bis 30 Minuten;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Ja;-;Pudding
168;f;29;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Single / Ledig;Lehre / Ausbildung;Abitur / Fachabitur;Duisburg;1;47053;DEU;Android;Mit Kind(ern);2;11 bis 18 Jahre;7 bis 10 Jahre;-;-;netflix;kA;4;1;4;4;2;3;4;3;3;3;3;Ich fühle mich nicht unter Druck gesetzt;> 2 Stunden;Sport;Gut;Nein;-;-;-;-;-;-;-;Nord-Amerika;1;0;1;0;0;0;0;0;Das möchte ich nicht beantworten;Das möchte ich nicht beantworten;-;Pudding
169;f;36;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Hauptschulabschluss;Berlin;1;10178;DEU;Android;Mit Kind(ern);2;4 bis 6 Jahre;1 bis 3 Jahre;-;-;Samsung;Videospiele;6;4;5;5;5;5;5;5;5;5;6;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Sport;Gut;Nein;-;-;-;-;-;-;-;Osteuropa (Russland, Bulgarien etc.);0;1;0;0;0;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
170;m;22;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Koeln;1;50859;DEU;Android;Mit Partner*in;2;7 bis 10 Jahre;4 bis 6 Jahre;-;-;Gucci;playmobile;3;2;5;5;1;1;2;5;4;6;3;Erwartungen der eigenen Familie;30 bis 60 Minuten;Am Handy;Nicht gut;Ja;0;1;1;0;0;0;0;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Ja;-;Pudding
171;f;25;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Neuwied;0;56564;DEU;Android;Mit Partner*in & Kind(ern);2;1 bis 3 Jahre;1 bis 3 Jahre;-;-;Tonies,Media Markt,Ravensburger;puzzle;6;5;6;5;4;4;5;2;3;5;4;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Sport;Sehr gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;1;0;0;0;0;0;Haben einen Einfluss;Nein;-;Pudding
172;f;32;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Marne;0;25709;DEU;Android;Mit Partner*in & Kind(ern);3;7 bis 10 Jahre;4 bis 6 Jahre;1 bis 3 Jahre;-;viele;fisherprice;5;5;5;5;5;5;3;4;5;3;5;Anforderungen von Schule / Kita;30 bis 60 Minuten;Sport;Gut;Ja;0;0;0;0;1;0;0;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);0;0;0;0;1;0;0;0;Haben einen starken Einfluss;Ja;-;Pudding
173;m;33;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Erzhausen;0;64390;DEU;Android;Mit Partner*in & Kind(ern);1;Unter 1 Jahr;-;-;-;disney,tonies;lego;3;5;4;3;5;4;5;3;6;3;4;Gesellschaft, die Familien nicht genug unterstützt;5 bis 30 Minuten;WC;Nicht gut;Nein;-;-;-;-;-;-;-;Deutschland;0;0;0;1;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
174;m;65;1;Niedersachsen;in Rente;Min. ein Kind (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Bad Salzdetfurth;0;31162;DEU;iOS;Mit Partner*in;3;Über 18;Über 18;Über 18;-;iPhone;Lego;5;3;4;6;3;2;3;5;1;5;4;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Sport;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
175;f;23;6;Mecklenburg-Vorpommern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Neubrandenburg;0;17034;DEU;iOS;Mit Kind(ern);1;4 bis 6 Jahre;-;-;-;Amazon;little dutch;4;6;4;5;5;6;4;5;1;4;5;Vereinbarkeit Familie & Beruf;1 bis 2 Stunden;Am Handy;Nicht gut;Ja;0;1;0;0;0;0;0;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
176;f;30;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Gelsenkirchen;1;45899;DEU;Android;Mit Kind(ern);2;11 bis 18 Jahre;7 bis 10 Jahre;-;-;nike;Nintendo;5;4;6;6;5;3;4;6;4;6;4;Gesellschaft, die Familien nicht genug unterstützt;1 bis 2 Stunden;Organisation von Alltagsthemen;Nicht gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben einen starken Einfluss;Nein;-;Pudding
177;f;49;7;Sachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Frankenstein, Sachsen;0;9569;DEU;Android;Mit Partner*in;1;Über 18;-;-;-;samsung;keine;4;3;4;4;2;3;3;4;3;4;5;Ich fühle mich nicht unter Druck gesetzt;1 bis 2 Stunden;Aufräumen;Nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
178;f;19;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Sankt Leon-Rot;0;68789;DEU;iOS;Mit Partner*in & Kind(ern);2;4 bis 6 Jahre;1 bis 3 Jahre;-;-;pempers;schleich;6;4;6;6;1;1;3;6;1;3;5;Gesellschaft, die Familien nicht genug unterstützt;5 bis 30 Minuten;Lesen;Gut;Ja;0;1;0;0;0;0;0;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben eher keinen Einfluss;Ja;-;Pudding
179;m;31;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Frittlingen;0;78665;DEU;Android;Mit Partner*in & Kind(ern);1;Unter 1 Jahr;-;-;-;pampers;duplo;5;1;1;3;1;1;1;2;1;1;1;Vereinbarkeit Familie & Beruf;30 bis 60 Minuten;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
180;f;62;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Ohne Abschluss;Herten;0;45699;DEU;Android;Mit Partner*in;1;Über 18;-;-;-;Samsungs;Lego;4;5;6;6;4;5;6;6;3;6;6;Vereinbarkeit Familie & Beruf;30 bis 60 Minuten;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;1;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
181;f;59;3a;Rheinland-Pfalz;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Rodalben;0;66976;DEU;iOS;Mit Partner*in & Kind(ern);2;Über 18;Über 18;-;-;balea;rocco;5;3;4;4;2;3;4;4;5;5;5;Ich weiß es nicht;Ich weiß es nicht;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Nord-Amerika;1;0;1;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
182;m;30;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Aachen;1;52074;DEU;Android;Mit Partner*in & Kind(ern);1;1 bis 3 Jahre;-;-;-;decathlon,lego;lego,hasbro;4;5;4;5;3;5;5;4;3;5;6;Erwartungen der eigenen Familie;1 bis 2 Stunden;Am Handy;Sehr gut;Ja;1;0;1;0;0;0;0;Südeuropa (Italien, Portugal, Spanien etc.);0;1;0;0;1;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
183;f;33;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Leipzig;1;4357;DEU;Android;Mit Partner*in & Kind(ern);1;4 bis 6 Jahre;-;-;-;Toniebox;Malbücher, keine bestimmte Marke;4;4;4;5;5;3;3;5;3;4;4;Gesellschaft, die Familien nicht genug unterstützt;30 bis 60 Minuten;Organisation von Alltagsthemen;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Ja;-;Pudding
184;f;25;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Muenster;1;48167;DEU;iOS;Mit Partner*in;1;1 bis 3 Jahre;-;-;-;BabyOne;Playmobil;4;5;5;5;4;5;2;6;1;6;6;finanziell;5 bis 30 Minuten;Sport;Nicht gut;Ja;0;1;0;0;0;0;0;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
185;m;41;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Recklinghausen;1;45659;DEU;iOS;Mit Partner*in & Kind(ern);2;7 bis 10 Jahre;1 bis 3 Jahre;-;-;toniebox;Lego,playmobil;5;4;5;6;4;5;6;6;2;4;5;Vereinbarkeit Familie & Beruf;5 bis 30 Minuten;Organisation von Alltagsthemen;Nicht gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
186;m;50;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Menden;0;58708;DEU;Android;In einer Wohngemeinschaft;1;Über 18;-;-;-;puma;nintendo;1;6;5;5;6;2;1;5;5;5;3;Erwartungen der eigenen Familie;30 bis 60 Minuten;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben eher keinen Einfluss;Ja;-;Pudding
187;f;44;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Hauptschulabschluss;Detmold;0;32756;DEU;iOS;Mit Partner*in & Kind(ern);1;11 bis 18 Jahre;-;-;-;balea;lol;5;3;5;5;3;5;4;4;3;5;5;Politik, die Familien nicht genug berücksichtigt;< 5 Minuten;Aufräumen;Ich weiß es nicht;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
188;m;16;3a;Rheinland-Pfalz;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Andernach;0;56626;DEU;iOS;Mit Kind(ern);1;11 bis 18 Jahre;-;-;-;Apple,Nike;Ravensburg;3;5;6;4;4;5;6;6;5;6;4;Ich fühle mich nicht unter Druck gesetzt;5 bis 30 Minuten;Am Handy;Gut;Ja;0;0;0;0;1;0;0;Deutschland;0;0;0;1;0;0;0;0;Haben einen starken Einfluss;Ja;-;Pudding
189;f;34;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Luebeck;1;23562;DEU;iOS;Mit Partner*in & Kind(ern);1;1 bis 3 Jahre;-;-;-;pampers,dm,rossmann;lego,schleich;4;5;5;6;5;5;5;5;4;3;4;Politik, die Familien nicht genug berücksichtigt;5 bis 30 Minuten;Am Handy;Nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben eher keinen Einfluss;Ja;-;Pudding
190;f;52;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Liebenburg;0;38704;DEU;Android;Mit Partner*in;1;Über 18;-;-;-;Nike;Lego;5;1;5;5;1;6;4;6;1;5;6;Vereinbarkeit Familie & Beruf;1 bis 2 Stunden;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Afrika;0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
191;m;65;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Hauptschulabschluss;Voerde;0;46562;DEU;Android;Mit Partner*in;2;Über 18;Über 18;-;-;Nike;Lego;4;3;3;4;4;3;4;3;3;3;4;Gesellschaft, die Familien nicht genug unterstützt;> 2 Stunden;Sport;Gut;Nein;-;-;-;-;-;-;-;Osteuropa (Russland, Bulgarien etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
192;f;45;6;Mecklenburg-Vorpommern;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Rostock;1;18055;DEU;Android;Mit Partner*in & Kind(ern);4;11 bis 18 Jahre;7 bis 10 Jahre;7 bis 10 Jahre;4 bis 6 Jahre;Keine;Keine;2;3;1;2;2;3;6;3;1;6;1;Erwartungen der eigenen Familie;> 2 Stunden;Aufräumen;Gut;Nein;-;-;-;-;-;-;-;Asien;0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
193;m;53;3a;Rheinland-Pfalz;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;4000€ bis 5000€;Single / Ledig;Lehre / Ausbildung;Abitur / Fachabitur;Mainz;1;55126;DEU;iOS;Mit Kind(ern);1;7 bis 10 Jahre;-;-;-;Bärenmarke;Lego;4;3;3;5;1;3;3;2;6;4;4;Erwartungen der eigenen Familie;5 bis 30 Minuten;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
194;m;32;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Lutherstadt Wittenberg;0;6886;DEU;iOS;Mit Partner*in & Kind(ern);1;Unter 1 Jahr;-;-;-;Pampers;babydream;4;6;4;5;4;5;4;5;5;4;5;Ich fühle mich nicht unter Druck gesetzt;30 bis 60 Minuten;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
195;f;17;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Gaggenau;0;76571;DEU;iOS;Mit Partner*in;1;1 bis 3 Jahre;-;-;-;Apple;Lego;5;4;4;5;1;4;5;6;2;5;3;Vereinbarkeit Familie & Beruf;5 bis 30 Minuten;Organisation von Alltagsthemen;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
